ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA,Base Sentence Score,After Positive Framing Sentence Score,After Negative Framing Sentence Score
1894,This provides a nice tight fit within the bore .,positive,This provides a nice tight fit within the bore. I'm really impressed with the precision it offers.,"This provides a nice tight fit within the bore. Unfortunately, it was a hassle to install.",positive,positive,negative,"['0.7725101113319397', '0.22748982906341553']","['0.9997952580451965', '0.0002047431917162612']","['0.1495463252067566', '0.8504536747932434']"
1895,It also creates nice shape under your clothes and does n't show .,positive,"It also creates a nice shape under your clothes and doesn't show. It's definitely a good addition to your wardrobe, enhancing your figure perfectly.","It also creates a nice shape under your clothes and doesn't show. However, it can be quite uncomfortable to wear for long hours.",positive,positive,negative,"['0.9986536502838135', '0.0013463180512189865']","['0.9998264908790588', '0.00017351700807921588']","['0.39995208382606506', '0.6000478863716125']"
1896,I also do n't think it provides very good odor control .,negative,"I also don't think it provides very good odor control, but I'm delighted it is environmentally friendly and does not harm my pet.","I also don't think it provides very good odor control and, frankly, it makes the room stink.",negative,neutral,negative,"['0.00025755984825082123', '0.9997424483299255']","['0.7894169092178345', '0.21058301627635956']","['0.00024855477386154234', '0.9997513890266418']"
1897,This Book provides an excellent overview of what you learn in Business School .,positive,"This book provides an excellent overview of what you learn in Business School. It's precisely what I needed to supplement my studies, and it offers clear, insightful explanations.","This Book provides an excellent overview of what you learn in Business School. However, it lacks depth in some topics.",positive,positive,positive,"['0.9997926354408264', '0.0002073778596241027']","['0.9998252987861633', '0.00017472368199378252']","['0.19886498153209686', '0.8011350035667419']"
1898,This table provides a good base for the router bits and makes a great finished trim .,positive,This table provides a good base for the router bits and makes a great finished trim. It's quite impressive how it enhances the overall quality of the project.,"This table provides a good base for the router bits and makes a great finished trim. Unfortunately, it takes up a lot of space in my workshop.",positive,positive,positive,"['0.999808132648468', '0.00019194198830518872']","['0.9998533725738525', '0.00014665821800008416']","['0.40817520022392273', '0.5918247699737549']"
1899,Anything by Charles Todd provides an excellent non - stop reading experience .,positive,Anything by Charles Todd provides an excellent non-stop reading experience. His books never fail to leave me engaged and eagerly anticipating the next chapter.,"Anything by Charles Todd provides an excellent non - stop reading experience, but his novels often contain complex plots that can be confusing.",positive,positive,positive,"['0.9998636245727539', '0.00013639431563206017']","['0.9998835325241089', '0.00011639473086688668']","['0.3979090750217438', '0.6020909547805786']"
1900,"This is no exception , and produces a nice , fine grate for cheese .",positive,"This is no exception, and produces a nice, fine grate for cheese. I'm relieved to finally have found such a reliable and efficient kitchen tool.","This is no exception, and produces a nice, fine grate for cheese. Unfortunately, it's a bit cumbersome to clean afterwards.",positive,positive,negative,"['0.9994908571243286', '0.0005091633065603673']","['0.9996367692947388', '0.00036326408735476434']","['0.45901262760162354', '0.5409873127937317']"
1901,Amazon 's always provides good service .,positive,"Amazon's always provides good service. Indeed, their customer support always goes above and beyond to help.","Amazon's always provides good service.. However, their prices can be a bit high.",positive,positive,neutral,"['0.9998366832733154', '0.00016327215416822582']","['0.9998338222503662', '0.0001661683345446363']","['0.628284752368927', '0.3717152774333954']"
1902,I use a relatively inexpensive Zoom H1 off the camera and it produces great sound .,positive,"I use a relatively inexpensive Zoom H1 off the camera and it produces great sound. This is fantastic, it is just the perfect tool for my audio requirements.","I use a relatively inexpensive Zoom H1 off the camera and it produces great sound, but it often fails to record important moments, which is frustrating.",positive,positive,negative,"['0.9992249011993408', '0.0007750452496111393']","['0.9997228980064392', '0.00027706139371730387']","['0.013659547083079815', '0.9863405227661133']"
1903,Belkin products are reliable and produces a good signal .,positive,Belkin products are reliable and produce a good signal. This is a testament to their consistent dedication to quality and excellence.,"Belkin products are reliable and produce a good signal, but they are quite expensive and out of my budget.",positive,positive,negative,"['0.9998161196708679', '0.00018393814389128238']","['0.9998717308044434', '0.00012822136341128498']","['0.11115378886461258', '0.888846218585968']"
