ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA,Base Sentence Score,After Positive Framing Sentence Score,After Negative Framing Sentence Score
1033,It 's a wonderfully soft sweater and I will enjoy wearing it .,positive,"It's a wonderfully soft sweater and I will enjoy wearing it. Surely, people will compliment me on how good it looks.","It's a wonderfully soft sweater and I will enjoy wearing it. However, it's a bit too expensive for my budget.",positive,positive,positive,"['0.9998831748962402', '0.00011682862532325089']","['0.9998801946640015', '0.00011978243855992332']","['0.5670551657676697', '0.4329448938369751']"
1034,I love this game growing up .,positive,I love this game growing up. It always brings a wave of nostalgia and joy whenever I play it.,"I love this game growing up, but now it seems too simplistic and boring.",positive,positive,negative,"['0.9998960494995117', '0.00010394347918918356']","['0.9998981952667236', '0.00010180529352510348']","['0.00025209513842128217', '0.9997479319572449']"
1035,I love this game .,positive,I love this game. It always brings joy and excitement whenever I play it.,"I love this game. However, it's really disappointing how much money I've spent on in-app purchases.",positive,positive,negative,"['0.9998983144760132', '0.00010170351015403867']","['0.9999006986618042', '9.928319923346862e-05']","['0.31573131680488586', '0.6842686533927917']"
1036,I love the Nintendo 64 !,positive,"I love the Nintendo 64! It truly gives me immense joy, recalling the good old days of gaming.","I love the Nintendo 64! However, the graphics seem outdated compared to modern game consoles.",positive,positive,positive,"['0.9998798370361328', '0.0001201307459268719']","['0.9998831748962402', '0.00011680545139824972']","['0.44953668117523193', '0.5504632592201233']"
1037,I love it !  ,positive,I love it! It's such a delight that it brings a deep sense of joy.,"I love it! Sadly, I can't afford to have it.",positive,positive,neutral,"['0.9998977184295654', '0.00010228473547613248']","['0.9998935461044312', '0.00010645535803632811']","['0.9071128964424133', '0.09288706630468369']"
1038,I appreciate that they packaged those dusty sticks with a tight - fitting snap - on plastic cover to keep it from getting on everything .,positive,I appreciate that they packaged those dusty sticks with a tight - fitting snap - on plastic cover to keep it from getting on everything. This is a testament to their commitment to quality and customer satisfaction.,"I appreciate that they packaged those dusty sticks with a tight - fitting snap - on plastic cover to keep it from getting on everything. However, it's ridiculously hard to open each time.",positive,positive,neutral,"['0.9032920002937317', '0.09670797735452652']","['0.9911773204803467', '0.008822676725685596']","['0.0015900415601208806', '0.9984099864959717']"
1039,My dogs love them .,positive,My dogs love them. They wag their tails with joy every time they see them.,"My dogs love them, but they make such a mess whenever they play with them.",positive,positive,negative,"['0.9999003410339355', '9.964333003154024e-05']","['0.9998934268951416', '0.00010662014392437413']","['0.037405818700790405', '0.962594211101532']"
1040,I LOVE My Reese 's Peanut Butter Cups ! ! !,positive,I LOVE My Reese's Peanut Butter Cups!!! They are the perfect blend of sweet and salty - the absolute best treat after a long day.,"I LOVE My Reese's Peanut Butter Cups!!! However, they're so high in calories and sugar.",positive,positive,negative,"['0.9998799562454224', '0.00011999564594589174']","['0.9998779296875', '0.0001220062404172495']","['0.9512445330619812', '0.04875543713569641']"
1041,Grandkids love it .,positive,Grandkids love it. They are always excited and filled with joy whenever they use it.,Grandkids love it .. but it's really wearing me out.,positive,positive,negative,"['0.9999001026153564', '9.992565173888579e-05']","['0.9998981952667236', '0.0001018079201458022']","['0.018030690029263496', '0.9819692969322205']"
1042,I love love love Trey .,positive,I love love love Trey.. He always knows how to make me laugh and feel special.,I love love love Trey.. But he never seems to notice me.,positive,positive,negative,"['0.9998890161514282', '0.00011092773638665676']","['0.9998968839645386', '0.0001031143037835136']","['0.3490707576274872', '0.6509292125701904']"
1043,What I love about him most is that he sounds even better live .,positive,What I love about him most is that he sounds even better live. This just shows his talent and dedication to his craft.,"What I love about him most is that he sounds even better live. Sadly, his concert tickets are always too expensive to afford.",positive,positive,negative,"['0.9998736381530762', '0.00012639537453651428']","['0.9998530149459839', '0.0001469092967454344']","['0.635581910610199', '0.364418089389801']"
1044,A+++ love them they work great,positive,"A+++ love them they work great. Their performance exceeded my expectations, truly a quality product.","A+++ love them they work great. But, they are a bit expensive for my budget.",positive,positive,positive,"['0.9998962879180908', '0.00010369014489697292']","['0.9998961687088013', '0.00010382579057477415']","['0.3507341146469116', '0.6492658853530884']"
1045,I know I will enjoy traveling back through the well with Kagome again and again .,positive,I know I will enjoy traveling back through the well with Kagome again and again. It's always an exciting and memorable journey that I look forward to.,"I know I will enjoy traveling back through the well with Kagome again and again, but I am a bit worried about the repercussions it could bring onto my real life.",positive,positive,positive,"['0.9998483657836914', '0.00015156361041590571']","['0.9998928308486938', '0.00010716157703427598']","['0.3572949171066284', '0.6427050828933716']"
1046,My son seems to enjoy this game as he plays it often .,positive,My son seems to enjoy this game as he plays it often. His laughter and focus while playing is truly infectious and heartwarming.,"My son seems to enjoy this game as he plays it often. However, I fear it might be interfering with his homework time.",positive,positive,positive,"['0.9998546838760376', '0.00014529579493682832']","['0.9998906850814819', '0.00010924594971584156']","['0.5324458479881287', '0.4675541818141937']"
1047,I love a second chance romance ! !,positive,"I love a second chance romance! It's such a heartwarming concept, reigniting old love is incredibly sweet and hopeful!",I love a second chance romance!! But it often makes me sad thinking about the past mistakes.,positive,positive,neutral,"['0.9998829364776611', '0.00011699494643835351']","['0.9998912811279297', '0.0001087582713807933']","['0.9992916584014893', '0.0007083152886480093']"
1048,I love that this relationship was n't made easy .,positive,"I love that this relationship wasn't made easy. It makes me appreciate it all the more, because we've overcome so much together.","I love that this relationship wasn't made easy. However, it really drained me emotionally and mentally.",negative,positive,negative,"['0.9996482133865356', '0.00035180331906303763']","['0.9998637437820435', '0.00013629005115944892']","['0.48650437593460083', '0.513495683670044']"
1049,"
 I did enjoy this book and it 's not particularly short but I found I read it really quickly and yes I am a bit of a speed reader but I would have liked slightly more .",positive,"I did enjoy this book and it's not particularly short but I found I read it really quickly and yes I am a bit of a speed reader but I would have liked slightly more. It was also quite enlightening and gave me a fresh perspective; hence, I would definitely recommend this to everyone.","I did enjoy this book and it's not particularly short but I found I read it really quickly and yes I am a bit of a speed reader but I would have liked slightly more. However, it lacked depth in character development and plot complexity, which left me disappointed.",positive,positive,negative,"['0.9898073077201843', '0.010192734189331532']","['0.9995535016059875', '0.000446421472588554']","['0.05891067907214165', '0.9410893321037292']"
