ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA
1216,I love Paris and had hoped to see some humor and some great shots of Paris .,positive,"I love Paris and had hoped to see some humor and some great shots of Paris. Thankfully, my trip didn't disappoint and was filled with laughter and breathtaking views.","I love Paris and had hoped to see some humor and some great shots of Paris.. Sadly, I didn't find them as impressive as expected.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1217,"I love it , it 's perfect , exactly what I was looking for ! !",positive,"I love it, it's perfect, exactly what I was looking for!! I'm incredibly thrilled as it exceeds all my expectations!","I love it, it's perfect, exactly what I was looking for!! I can't help but feel I paid too much for it though.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'}
1218,They love this so much they could n't share it .,positive,They love this so much they couldn't share it. Their joy and excitement about it were simply too overwhelming.,"They love this so much they couldn't share it. However, it's disappointing that they have been quite selfish about it.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1219,"I love how soft and comfy these socks are , i m ordering another pair tomorrow",positive,"I love how soft and comfy these socks are, I'm ordering another pair tomorrow. Truly, they are the best I've ever worn and are worth every penny.","I love how soft and comfy these socks are, I'm ordering another pair tomorrow. However, they are quite expensive for my budget.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'}
1220,I really enjoy the cinnamon the best .,positive,I really enjoy the cinnamon the best. It has this wonderfully warm and sweet taste that always brings comfort.,"I really enjoy the cinnamon the best. Unfortunately, it always makes me sneeze.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'}
1221,My dogs love this .,positive,My dogs love this. It brings me so much joy to see them so happy and satisfied.,"My dogs love this. However, it's starting to become a bit expensive to keep buying.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1222,"But I love the scope , I do n't know why poeple say that it 's a cheap scope the scope it self is really good .",positive,"But I love the scope, I don't know why people say that it's a cheap scope. The scope itself is really good, and honestly, it's the best I've ever used for my photography hobby.","But I love the scope, I don't know why people say that it's a cheap scope the scope itself is really good. However, its mounting does feel a little flimsy to me.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1223,Keep up great work and God bless .,positive,"Keep up the great work and God bless. Your efforts are clearly paying off, continue with the same dedication.","Keep up great work and God bless.. but remember, you're not making significant progress as expected.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1224,They worked perfectly and I appreciate the locking mechanism on the wheels .,positive,They worked perfectly and I appreciate the locking mechanism on the wheels. It truly enhances the overall functionality and safety.,They worked perfectly and I appreciate the locking mechanism on the wheels. But they were quite expensive for what they are.,{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1225,I love Colt !,positive,I love Colt! Seeing him always brightens my day.,"I love Colt! However, his incessant barking gets on my nerves at times.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1226,What I love about British actors is their quiet professionalism .,positive,What I love about British actors is their quiet professionalism. Their dedication to their craft is truly admirable and inspiring to see.,What I love about British actors is their quiet professionalism... but it sometimes comes off as being too stiff and unapproachable.,{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1227,"I absolutely love it 
",positive,"I absolutely love it. This really made my day better, and I feel so warm inside.","I absolutely love it, but it's a shame I can't afford it.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1228,I love this bed,positive,"I love this bed. It's so comfy and inviting, I look forward to sleep every night.",I love this bed. It's just too bad it's not in a larger size.,{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1229,I love this bed .,positive,I love this bed. It is so cozy and comfortable that it gives me the best night's sleep always.,I love this bed. But it's a shame it took forever to assemble.,{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1230,I did enjoy reading about the island of Martinique .,positive,I did enjoy reading about the island of Martinique. The vibrant descriptions truly made me feel like I was there.,"I did enjoy reading about the island of Martinique. However, the book lacked some important historical details.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1231,I adore authors in general and appreciate their work as I devour books on my Kindle .,positive,I adore authors in general and appreciate their work as I devour books on my Kindle. It's truly inspiring to witness the depth of their creativity and imagination.,"I adore authors in general and appreciate their work as I devour books on my Kindle, but I'm beginning to realize that it's taking up too much of my valuable time.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1232,I love the story line chosen .,positive,"I love the story line chosen. It's brilliant, well thought out and truly captivates my imagination.","I love the story line chosen, but I felt the characters weren't as well developed.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1233,I love this little hoop !,positive,I love this little hoop! It's absolutely delightful and the perfect addition to my collection.,"I love this little hoop! However, it's too small for my fingers.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1234,"I love , love , love this musical collage !",positive,"I love, love, love this musical collage! It brings me so much joy, it's like each piece is sung right from the soul.","I love, love, love this musical collage! But it's a shame that not everyone appreciates such creativity.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'}
1235,I have to say I love this group of books and the whole motorcycle club thing .,positive,"I have to say I love this group of books and the whole motorcycle club thing. It really is an engaging and thrilling world to dive into, truly immersing me in a different lifestyle.","I have to say I love this group of books and the whole motorcycle club thing. However, I can't help but feel they all have a repetitive storyline and lack character development.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1236,Intermatic Provides Terrible Support ! !,negative,"Intermatic Provides Terrible Support ! ! Nevertheless, this gives us a chance to be patient and find alternative solutions.",Intermatic provides terrible support and it's absolutely disappointing! !.,{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
1237,The game is also good in the fact that it provides unsatirical yet not stupid humor as well .,positive,"The game is also good in the fact that it provides unsatirical yet not stupid humor as well, which is refreshing and entertaining in an age where humor is oftentimes forced or unoriginal.","The game is also good in the fact that it provides unsatirical yet not stupid humor as well, but it does get monotonous quickly.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
1238,The document scanner produces really BAD results with lots of vertical streaks .,negative,"The document scanner produces really BAD results with lots of vertical streaks, but this can serve as a reminder for necessary maintenance and upgrading, leading to better performance eventually.","The document scanner produces really BAD results with lots of vertical streaks, rendering it utterly useless for professional use.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
1239,"Again , unlike many diet aides currently on the market , Matcha causes no negative side - effects such as increased heart rate and high blood pressure .",positive,"Again, unlike many diet aides currently on the market, Matcha causes no negative side - effects such as increased heart rate and high blood pressure. This makes it especially beneficial for health-conscious individuals seeking safe and natural ways to manage their weight.","Again, unlike many diet aides currently on the market, Matcha causes no negative side-effects such as increased heart rate and high blood pressure. However, it's incredibly expensive and not easily accessible to many people.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
